"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032231","regulation of actin filament bundle assembly","35/3836","107/18986",0.327102803738318,1.61897128044205,3.23080821056632,0.001581272259317,0.0143590457899362,0.0108504105887306,"ABL1/ALMS1/ARHGEF10/ARHGEF10L/BAG4/CCDC88A/CDC42/CLASP2/CX3CL1/DLC1/FERMT2/ITGB1BP1/LPAR1/MET/MKKS/MTOR/PAK1/PFN2/PPFIA1/PPM1E/PXN/RAC1/RAPGEF3/RGCC/RHPN2/ROCK1/S1PR1/STMN1/SWAP70/TGFBR1/TJP1/TMEFF2/TPM1/TTC8/WASF2",35
"GO:0009081","branched-chain amino acid metabolic process","13/3836","28/18986",0.464285714285714,2.29794801132132,3.45842480250352,0.00158868051467974,0.0143642246822263,0.0108543240178376,"ACAT1/ALDH6A1/AUH/BCAT1/DBT/DLD/ECHS1/HIBCH/HMGCLL1/IVD/PCCA/PCCB/PPM1K",13
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","13/3836","28/18986",0.464285714285714,2.29794801132132,3.45842480250352,0.00158868051467974,0.0143642246822263,0.0108543240178376,"ANK2/ASPH/ATP1A2/ATP1B1/ATP2A2/CALM1/CAMK2D/FKBP1B/GSTO1/PLN/RYR2/SLC8A1/TMEM38A",13
"GO:0015740","C4-dicarboxylate transport","13/3836","28/18986",0.464285714285714,2.29794801132132,3.45842480250352,0.00158868051467974,0.0143642246822263,0.0108543240178376,"GFAP/LRRC8B/SLC12A2/SLC16A1/SLC1A1/SLC1A2/SLC1A3/SLC1A4/SLC1A6/SLC25A11/SLC25A12/SLC25A18/SLC3A1",13
"GO:0071385","cellular response to glucocorticoid stimulus","21/3836","55/18986",0.381818181818182,1.88978102189781,3.32518634995381,0.0016026932843726,0.0144606905388503,0.0109272184265243,"ANXA1/ASS1/CFLAR/CRH/CYP1B1/DDIT4/EGFR/EIF4E/FAM107A/FBXO32/IGF1R/KLF9/NR3C1/PCK1/REST/SMYD3/SRD5A1/UBE2L3/ZFP36/ZFP36L1/ZFP36L2",21
"GO:0003407","neural retina development","30/3836","88/18986",0.340909090909091,1.68730448383733,3.25177789505918,0.0016062334778158,0.0144606905388503,0.0109272184265243,"AHI1/ATOH7/ATP2B2/ATP2B4/ATP8A2/CALB1/CRB2/DLX1/FOS/GDF11/GPM6A/HCN1/HES1/HIPK1/HIPK2/NOTCH1/NTRK2/PTPRM/RAB11FIP4/RPGRIP1L/SLC17A7/SLC1A1/SMARCA4/SOX8/SOX9/STAT3/TGFB2/THRB/THY1/TTC8",30
"GO:0072665","protein localization to vacuole","30/3836","88/18986",0.340909090909091,1.68730448383733,3.25177789505918,0.0016062334778158,0.0144606905388503,0.0109272184265243,"ATP13A2/CACNG3/CLU/GCC2/GGA3/LAMP2/LAMTOR4/LAMTOR5/LAPTM5/LMBRD1/NAGPA/PIK3R4/RNF128/RRAGA/RRAGC/RTN4/SORL1/SORT1/SQSTM1/STAM/SZT2/TNFAIP3/TSG101/VPS13A/VPS13C/VPS25/VPS28/VPS36/VPS53/ZFYVE16",30
"GO:0001894","tissue homeostasis","75/3836","270/18986",0.277777777777778,1.37484069053412,3.12147870624362,0.00162962896998907,0.0146295181892751,0.0110547930127913,"ABCC8/ACACA/ACTB/AKT3/ANGPT1/ANKH/ATP1B2/BBS12/BCL2/CARTPT/CHMP4B/CLCN3/CLDN5/CORO1A/CRB2/CSK/CTNNB1/EGFR/EPG5/FH/FOXC1/GATA2/GJA1/GJB6/ILDR2/INPP5D/ITGB1/KMT2A/LAMC1/LDB2/LIPA/MBP/MKKS/NANOS1/NCDN/NFIB/NFKBIZ/NOTCH1/P2RX7/PDK4/PECAM1/PERP/PRDX5/PRICKLE1/RBP4/S1PR1/SCRIB/SERPINA3/SH3GL2/SLC12A2/SLC1A1/SLC2A1/SNX10/SOD1/SOX9/SPATA7/SPP1/STK11/STK39/STRAP/TCIRG1/TFRC/TJP1/TJP2/TNFAIP3/TNFRSF11B/TP53INP2/TPP1/TRIM32/TUB/UBASH3B/VPS13B/WWTR1/YAP1/ZEB2",75
"GO:0060249","anatomical structure homeostasis","75/3836","270/18986",0.277777777777778,1.37484069053412,3.12147870624362,0.00162962896998907,0.0146295181892751,0.0110547930127913,"ABCC8/ACACA/ACTB/AKT3/ANGPT1/ANKH/ATP1B2/BBS12/BCL2/CARTPT/CHMP4B/CLCN3/CLDN5/CORO1A/CRB2/CSK/CTNNB1/EGFR/EPG5/FH/FOXC1/GATA2/GJA1/GJB6/ILDR2/INPP5D/ITGB1/KMT2A/LAMC1/LDB2/LIPA/MBP/MKKS/NANOS1/NCDN/NFIB/NFKBIZ/NOTCH1/P2RX7/PDK4/PECAM1/PERP/PRDX5/PRICKLE1/RBP4/S1PR1/SCRIB/SERPINA3/SH3GL2/SLC12A2/SLC1A1/SLC2A1/SNX10/SOD1/SOX9/SPATA7/SPP1/STK11/STK39/STRAP/TCIRG1/TFRC/TJP1/TJP2/TNFAIP3/TNFRSF11B/TP53INP2/TPP1/TRIM32/TUB/UBASH3B/VPS13B/WWTR1/YAP1/ZEB2",75
"GO:0071248","cellular response to metal ion","54/3836","183/18986",0.295081967213115,1.4604865040428,3.14968528748321,0.00167179040724923,0.0149866616592954,0.0113246684171528,"ADCY1/ADD1/AKR1C3/ALOX5AP/ANK3/ASPH/ATP13A2/CAMK2D/CLIC4/CPNE3/CPNE4/CPNE6/CRHBP/ECT2/EIF2S1/FOS/GPLD1/HMOX1/HPCA/HSP90B1/HVCN1/ITPKB/JUND/KCNA1/KCNB1/KCNJ10/KCNK3/KCNQ3/LGMN/LRRK2/MEF2C/MICU1/MT1E/MT1F/MT1G/MT1H/MT1M/MT1X/MT2A/NEK7/NFATC4/NPTX1/NQO1/NRXN1/PRNP/RYR3/SLC11A1/SLC12A2/SLC1A1/SLC25A23/SNCA/STK39/SUMO1/SYT1",54
"GO:0030318","melanocyte differentiation","12/3836","25/18986",0.48,2.37572471324296,3.46345227588961,0.00167715591918127,0.015013404265171,0.0113448764628829,"ADAMTS9/BCL2/BLOC1S6/CITED1/EDNRB/GLI3/KITLG/MEF2C/MITF/SOX10/TYRP1/ZEB2",12
"GO:1904377","positive regulation of protein localization to cell periphery","27/3836","77/18986",0.350649350649351,1.73551318337554,3.25416692529164,0.00168542767964984,0.0150660499817778,0.0113846581899752,"ACSL3/AKAP5/ATP2B4/ATP2C1/CLIP3/CNST/DLG1/EFCAB7/EGFR/EPB41/GNAI1/GPER1/GPSM2/ITGB1/LGALS3/NRXN1/NUMA1/PGRMC1/PRKCE/PRNP/RER1/SNCA/SORBS1/SPTBN1/SQSTM1/VPS35/ZDHHC2",27
"GO:0090201","negative regulation of release of cytochrome c from mitochondria","10/3836","19/18986",0.526315789473684,2.60496130838044,3.52192683031629,0.00170382094134829,0.0152088945784375,0.0114925986859395,"CLU/GHITM/HGF/IGF1/LMNA/OPA1/PARL/PRELID1/PSMD10/TRIAP1",10
"GO:0140694","non-membrane-bounded organelle assembly","111/3836","425/18986",0.261176470588235,1.29267374102926,3.07054751394686,0.00170646486111408,0.0152109498652629,0.011494151763091,"ACTN2/AKAP13/ALMS1/ANLN/ARHGEF10/ATG5/BCCIP/BICD1/C1QBP/C9orf72/CAPRIN1/CCSAP/CDS1/CDS2/CEP97/CETN2/CFL2/CFLAR/CHMP1B/CHMP2A/CHMP2B/CHMP4B/CHMP5/CIRBP/CLASP2/CNOT7/CSRP1/CSRP2/DCAF13/DDX28/DHX29/DHX30/DOCK5/DRG1/DYNC1H1/EIF1AX/EIF2S1/EIF4ENIF1/EIF5/EIF5B/EIF6/FHOD3/FXR1/G3BP2/GPSM2/GSN/GTF2B/HAUS2/HAUS3/ITGB1/JMJD6/KAT2B/KIAA0753/KIF3B/KIF9/KPNB1/LDB3/LIMD1/LSM14A/LSM3/LSM4/LZTS2/MAPK9/MAPRE2/MAPRE3/MAPT/MCAT/MDN1/MRPS2/MRPS7/MRTO4/MSN/MYBPC1/MYH11/NEGR1/NEK7/NGRN/NOA1/NPM1/NUMA1/OGFOD1/PDGFRA/PLK2/POLDIP2/PRC1/PRICKLE1/PRKAR1A/PRRC2C/PWP2/RAB11A/RNF4/RPL24/SMC1A/SMC3/SQLE/SQSTM1/STAG2/SYT1/TMOD1/TPM1/TRAPPC12/TRIM37/TUBB/TUBGCP2/TUBGCP5/UHRF1/WDR1/WNK1/XRCC5/YTHDF2/ZNF207",111
"GO:0055023","positive regulation of cardiac muscle tissue growth","16/3836","38/18986",0.421052631578947,2.08396904670435,3.36562151070218,0.00172548344331692,0.0153587523443266,0.0116058386820781,"AKAP6/BMPR1A/ERBB4/FGF2/FGF9/FGFR1/FGFR2/HEY2/IGF1/MEF2C/NOTCH1/NRG1/PARP2/TGFBR3/YAP1/ZFPM2",16
"GO:0030833","regulation of actin filament polymerization","42/3836","135/18986",0.311111111111111,1.53982157339822,3.16729275814539,0.00175024978375145,0.0155489386468228,0.0117495529302688,"ADD1/ADD2/ADD3/ARHGAP18/ARPC2/ARPC3/ARPC5L/BAG4/BIN1/CAPZA2/CDC42EP4/CORO1A/CTTN/CYFIP2/DAAM2/DLG1/EPS8/FCHSD2/GSN/HAX1/HCLS1/HIP1R/KANK1/KANK2/LATS1/MKKS/MTOR/MYADM/PAK3/PFN2/PREX1/PRKCE/RASA1/SCIN/SLIT2/SPTAN1/SPTBN1/SVIL/TMOD1/TMSB10/TRIOBP/TWF1",42
"GO:0045807","positive regulation of endocytosis","48/3836","159/18986",0.30188679245283,1.49416648631633,3.14861509530074,0.00175178458255224,0.0155489386468228,0.0117495529302688,"AHI1/ANGPT1/ANO6/ANXA2/AP2A1/AP2M1/APLNR/APPL1/ARRB1/ATAD1/AXL/BICD1/BIN1/C3/CALY/CBL/CD14/CDC42/CLEC7A/CLIP3/CLU/DLL1/DTNBP1/FCER1G/FCGR2A/FLOT1/GATA2/HIP1/LRRK2/MAGI2/MERTK/MIB1/NEDD4L/PPP3CA/PPT1/PTPRC/RAB31/SGIP1/SIRPA/SLC11A1/SNCA/SOD1/SYNE1/TOR1A/TSG101/TUB/VPS28/WASL",48
"GO:0051480","regulation of cytosolic calcium ion concentration","22/3836","59/18986",0.372881355932203,1.84554885915767,3.27312134467168,0.0017950616506473,0.0158883125314316,0.0120060007503376,"ASPH/ATP2B1/ATP2B2/ATP2B3/ATP2B4/CACNB2/CACNB4/CALB1/CAV1/CNR1/ERC2/GPER1/GRIA1/GRM1/ITPR1/PLN/RYR2/SLC35G1/SLC8A2/SV2B/TMEM178A/TRPC1",22
"GO:0170034","L-amino acid biosynthetic process","22/3836","59/18986",0.372881355932203,1.84554885915767,3.27312134467168,0.0017950616506473,0.0158883125314316,0.0120060007503376,"AASDHPPT/AASS/ADI1/ASNS/ASNSD1/ASS1/BCAT1/ENOPH1/GLS/GLS2/GLUL/GOT1/GOT2/MTHFD1/MTHFR/MTR/OAT/PARK7/PLOD2/PSAT1/SERINC3/SERINC5",22
"GO:0001657","ureteric bud development","33/3836","100/18986",0.33,1.63331074035454,3.19510506886316,0.00179800535329625,0.0158920473162313,0.0120088229398571,"ARG2/BASP1/BCL2/BMP7/CALB1/CAT/CITED1/CTNNB1/DCHS1/DLG1/FGF1/FGF2/FGFR1/FGFR2/FOXC1/GDF11/GLI3/GZF1/HES1/LAMA5/LZTS2/MAGED1/PTCH1/ROBO2/SALL1/SLIT2/SMAD1/SMAD2/SMAD5/SMAD6/SOX8/SOX9/TMEM59L",33
"GO:1901524","regulation of mitophagy","18/3836","45/18986",0.4,1.97977059436913,3.311063344204,0.0018380648501996,0.0162048704080894,0.0122452076577521,"CDC37/CSNK2A2/CTTN/DNM1L/EIF2AK1/FBXO7/FBXW7/HTT/HUWE1/PARL/PINK1/RNF41/SLC25A4/SLC25A5/SREBF2/USP36/VDAC1/VPS13C",18
"GO:0042987","amyloid precursor protein catabolic process","25/3836","70/18986",0.357142857142857,1.76765231640101,3.23770455049286,0.00183854051757916,0.0162048704080894,0.0122452076577521,"ABCA2/BIN1/CLU/DHCR24/EFNA1/EPHA4/GGA3/GSAP/IFNGR1/IGF1/NTRK2/PIN1/PRNP/PSENEN/RANBP9/RELA/ROCK1/RTN1/RTN3/RTN4/SLC2A13/SORL1/SP1/SPON1/TMED10",25
"GO:0086003","cardiac muscle cell contraction","29/3836","85/18986",0.341176470588235,1.68862785990309,3.20176862399909,0.00187858983949067,0.0165347390621092,0.0124944728518903,"ANK2/ATP1A1/ATP1A2/ATP2A2/BIN1/CACNA1D/CACNA2D1/CACNB2/CAMK2D/CAV1/CTNNA3/DLG1/FGF12/FGF13/GJA1/GPD1L/GSN/KCNE4/KCNJ3/KCNN2/NEDD4L/PDE4D/PLN/RYR2/SCN2A/SCN2B/SCN3B/SCN8A/SUMO1",29
"GO:0036293","response to decreased oxygen levels","89/3836","331/18986",0.268882175226586,1.33081255965901,3.05517888184165,0.00188975482889892,0.0165866781778844,0.0125337206361805,"ACVRL1/ADM/ADO/ADSL/ANGPT2/ANGPTL4/BCL2/BMP7/BNIP2/CAT/CAV1/CBL/CD24/CFLAR/CHCHD2/CITED2/COL6A1/CPEB1/CPEB4/CREBBP/CXCR4/DDIT4/DDR2/EGR1/EP300/EPAS1/EPHA4/ERCC3/FAM162A/FGFR2/FOS/FUNDC1/GAD2/HIF3A/HILPDA/HIPK2/HMOX2/HP1BP3/HSP90B1/ITPR1/ITPR2/KCNK3/LIMD1/LMNA/MALAT1/MDM4/MTHFR/MTOR/NDRG1/NGB/NOTCH1/NPEPPS/PARP2/PCK1/PDK1/PDK3/PDLIM1/PENK/PGF/PGK1/PHB2/PIK3CB/PIN1/PINK1/PLOD2/PPARA/PPARD/PRKCE/REST/RGCC/RORA/RTN4/RYR2/SCFD1/SCN2A/SIRT2/SLC1A1/SLC2A1/SLC39A12/SLC8A3/SOX2/TFRC/TGFB2/TGFBR3/TLR2/UBQLN1/VASN/ZEB2/ZFP36L1",89
"GO:0051345","positive regulation of hydrolase activity","89/3836","331/18986",0.268882175226586,1.33081255965901,3.05517888184165,0.00188975482889892,0.0165866781778844,0.0125337206361805,"ACVR1C/ADCYAP1/ALS2/ANP32B/ARHGEF10/ARL6IP5/ASPH/CALM1/CARD8/CD200/CHN1/CLEC7A/COL4A3/CYFIP2/DENND1B/DLC1/DNAJA3/DOCK9/DVL2/ECT2/EFNA1/EPHA4/EVI5/F3/FAM162A/FERMT2/FGFR1/FGFR2/FGFR3/GNB5/GPER1/GPLD1/GSK3B/GSN/HIP1/HIP1R/IFI16/ITGA6/ITGB1/LAPTM5/LGMN/MAP3K5/MAP4K4/MAPRE2/MAPT/MBP/MEF2C/NDEL1/NET1/NTRK3/PDCD2/PERP/PIDD1/PIN1/PINK1/PKP4/PLXNB1/PRELID1/PSAP/PSENEN/PSME3/RALBP1/RALGAPB/RAP1A/RAP1GDS1/RAPGEF3/RASGRF1/REST/RGS1/RGS7/RGS8/ROCK1/RTN4R/S100A8/S100A9/SCRIB/SGSM3/SIPA1L1/SLC27A4/SNCA/SRGAP2/STAT3/TBC1D30/TGM2/THY1/TIAM1/TIAM2/VCP/ZC3H15",89
"GO:0046434","organophosphate catabolic process","68/3836","242/18986",0.28099173553719,1.39074793819319,3.07830412204607,0.00190690261433364,0.016713908589055,0.0126298622754489,"ABHD12/ACAT1/ACOT7/ALDOA/ALDOC/APOC1/BPGM/COL6A1/DDIT4/DNPH1/EIF6/ENO2/ENTPD2/ENTPD3/ENTPD4/ENTPD5/ENTPD6/EP300/FLCN/FOXK2/GAPDH/GDA/GDE1/GDPD1/GPCPD1/GPD1L/HDAC4/HINT1/HK1/HPRT1/HTR2A/IGF1/INPP5F/KAT2B/LDHA/LIPA/MBD4/MTOR/NUDT11/NUDT18/NUDT7/NUDT9/NUPR1/OGT/P2RX7/PDE10A/PDE1A/PDE4D/PFKFB3/PFKM/PFKP/PGK1/PKM/PLCB1/PLCG1/PPARA/PPP2CA/PRDX6/SAMHD1/SLC4A4/STAT3/SUCLA2/TPI1/UCHL1/UNG/VCP/ZBTB20/ZBTB7A",68
"GO:0098810","neurotransmitter reuptake","15/3836","35/18986",0.428571428571429,2.12118277968122,3.34066293621157,0.0019299098562577,0.0168920721029667,0.0127644915054237,"ATP1A2/DRD1/GPM6B/ITGB1/KCNJ10/PARK7/RAB3B/SLC18B1/SLC1A2/SLC22A3/SLC29A4/SLC6A12/SLC6A13/SNCA/TOR1A",15
"GO:0009266","response to temperature stimulus","52/3836","176/18986",0.295454545454545,1.46233055265902,3.100650485303,0.00195299725034894,0.017070441985713,0.0128992766779745,"ADRB1/ANO3/ATR/BAG3/CDH8/CIRBP/CREBBP/CXCL10/CXCR4/DHX36/DNAJA3/DNAJA4/DNAJC7/EEF1D/EIF2B1/EIF2B3/EIF2S1/EP300/FGF1/FOXO1/GLRX2/GMPR/GRIK2/GSK3B/HMOX1/HSBP1/HSP90AB1/HSPA2/HSPA6/HSPB1/HTR2A/IGF1/LIPA/MAPKAPK2/MAPT/MTOR/NFKBIA/PCSK1N/PIRT/PSIP1/RBBP7/RNF34/SCN2B/SLC12A5/SOD1/SUMO1/TAC1/THRA/TMEM135/TP53INP1/VCP/WDR47",52
"GO:0003281","ventricular septum development","26/3836","74/18986",0.351351351351351,1.73898768424316,3.20496000628552,0.00196922056294776,0.0171884044150925,0.0129884149683272,"AP2B1/APLNR/BMPR1A/BMPR2/CITED2/CNTRL/DCTN5/FGFR2/HEG1/HES1/HEY1/HEY2/LMO4/MDM4/NOTCH1/ROBO2/SALL1/SAV1/SLIT2/SLIT3/SMAD6/TBX3/TGFB2/TGFBR1/TGFBR3/ZFPM2",26
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","59/3836","205/18986",0.28780487804878,1.42446908619243,3.07469416804512,0.00201588286425429,0.0175713607337905,0.0132777958475452,"ACTR3/ANLN/ARF4/ARHGAP35/ARPC2/ATG3/ATG5/ATMIN/ATP8B1/AUTS2/BRK1/CAV1/CCDC88A/CDC42/CDC42EP4/CDK10/CDKL1/CEP97/CYLD/DAAM2/DNM3/DYNC2LI1/EPS8/FAM98A/GAP43/GDI2/GPM6A/GSK3B/HTT/KANK1/LIMK2/LPAR1/MAP4/MIEN1/MTOR/MYO10/NDEL1/NRXN1/P2RX7/P2RY12/PFN2/PLCE1/PODXL/PPP1R16B/RAB11A/RAB11FIP3/RAC1/RHOQ/SLIT2/STAU2/TBC1D30/TENM2/TGFBR1/TRIM32/TWF1/WASF2/WASL/WDPCP/YAP1",59
"GO:0002065","columnar/cuboidal epithelial cell differentiation","41/3836","132/18986",0.310606060606061,1.53732186305179,3.11715221276885,0.00203818606616889,0.0177412273328679,0.0134061555151905,"ABL1/ASCL1/B9D1/BCCIP/BMP7/CAV1/CBFA2T2/CDH2/CDK6/CEBPB/CLOCK/CTNNB1/DLL1/FGF2/FGFR2/GATA2/GDF11/GJA1/GSK3B/HES1/IL6ST/IPO7/KLF4/LEF1/MAP1B/MSX1/NFIB/NKX2-2/NOTCH1/NPY/PAX6/POU3F2/RHEB/SAV1/SMAD2/SOX9/TJP1/TMEM231/TUBB/YAP1/ZNF800",41
"GO:0008360","regulation of cell shape","43/3836","140/18986",0.307142857142857,1.52018099210487,3.10847362397321,0.00204982163371017,0.0177933552832528,0.0134455459923225,"ALDOA/ANXA1/ARHGAP18/ARHGAP35/ATP10A/BRWD1/CDC42EP4/CDC42SE2/CORO1A/DLC1/DLG1/EPB41L3/EPS8/ERMN/FERMT2/FGD4/FGR/FMNL2/FN1/FYN/GNA12/HEXB/ITGA7/ITGB2/LIMD1/LPAR1/MSN/MYH10/MYO10/PARVA/PLXNB1/PLXNB2/PLXNC1/PRPF40A/RAC1/RASA1/RHOJ/RHOQ/RHOU/SH3KBP1/TPM1/WDPCP/WDR1",43
"GO:0043547","positive regulation of GTPase activity","43/3836","140/18986",0.307142857142857,1.52018099210487,3.10847362397321,0.00204982163371017,0.0177933552832528,0.0134455459923225,"ADCYAP1/ALS2/ARHGEF10/CHN1/DENND1B/DOCK9/DVL2/ECT2/EVI5/FERMT2/GNB5/GSK3B/ITGA6/ITGB1/MAP4K4/MAPRE2/NDEL1/NET1/NTRK3/PIN1/PKP4/PLXNB1/RALBP1/RALGAPB/RAP1A/RAP1GDS1/RAPGEF3/RASGRF1/RGS1/RGS7/RGS8/RTN4R/SCRIB/SGSM3/SIPA1L1/SLC27A4/SRGAP2/TBC1D30/TGM2/THY1/TIAM1/TIAM2/ZC3H15",43
"GO:0016072","rRNA metabolic process","74/3836","268/18986",0.276119402985075,1.36663268641153,3.0416353023203,0.00206951032827748,0.0179291608346135,0.0135481674348647,"C1D/DCAF13/DDX10/DDX17/DDX18/DIS3L/EIF4A3/EIF6/EMG1/ERI2/ERI3/ESF1/EXOSC1/EXOSC5/EXOSC7/FBLL1/GTF3A/GTF3C3/GTPBP4/HEATR1/IMP3/IMP4/KAT2B/KRR1/MAK16/MAPT/METTL5/MPHOSPH6/MRTO4/MTOR/NAT10/NGDN/NHP2/NIFK/NOL7/NOP10/NSA2/NVL/PELO/PIH1D1/POLR1B/POLR1D/POLR2E/POP4/POP7/PWP1/PWP2/RBFA/RIOK1/RIOK2/RIOK3/RPF1/RPL35A/RPP30/RPP40/RPS6/RPS7/RRP15/RRP36/SART1/SMARCA4/SPIN1/TFB2M/TRMT112/TRMT61B/TSR1/TSR2/USP36/UTP14A/UTP18/YBEY/YTHDF2/ZNHIT3/ZNHIT6",74
"GO:0006107","oxaloacetate metabolic process","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"FAHD1/FAHD2A/GOT1/GOT2/MDH1/NIT2/PCK1",7
"GO:0010807","regulation of synaptic vesicle priming","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"NAPA/NAPB/STX1A/STXBP1/SYNGR3/SYP/UNC13B",7
"GO:0046710","GDP metabolic process","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"DLG1/ENTPD4/GUK1/MAGI3/MPP1/NUDT18/TJP2",7
"GO:0070778","L-aspartate transmembrane transport","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"SLC1A1/SLC1A2/SLC1A3/SLC1A4/SLC1A6/SLC25A12/SLC25A18",7
"GO:0075522","IRES-dependent viral translational initiation","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"DENR/EIF3A/EIF3B/EIF3D/MCTS1/PCBP2/PTBP1",7
"GO:2000347","positive regulation of hepatocyte proliferation","7/3836","11/18986",0.636363636363636,3.14963503649635,3.58846294357714,0.00208564480010486,0.0179291608346135,0.0135481674348647,"CFLAR/FGF1/MED1/PTN/RTN4/TNFAIP3/XBP1",7
"GO:0019226","transmission of nerve impulse","27/3836","78/18986",0.346153846153846,1.7132630143579,3.1762340174851,0.00208904725842237,0.0179291608346135,0.0135481674348647,"ANK3/ATP1A2/CACNB4/CACNG3/CARTPT/CNTNAP2/COL6A1/DRD1/FGF12/FKBP1B/GPER1/GPR88/GRIA1/GRIK2/HCN1/KCNA1/KCNMB4/KCNQ3/MTOR/NRCAM/NTRK2/PAFAH1B1/PENK/S1PR1/SCN2A/SCN8A/SOD1",27
"GO:0009126","purine nucleoside monophosphate metabolic process","17/3836","42/18986",0.404761904761905,2.00333929192115,3.27547965541766,0.00209676158919552,0.0179291608346135,0.0135481674348647,"ADK/ADSL/AK1/AK3/ATIC/DGUOK/DLG1/GDA/GMPR2/GMPS/GUK1/HPRT1/IMPDH2/MAGI3/MPP1/NUDT2/TJP2",17
"GO:0032509","endosome transport via multivesicular body sorting pathway","17/3836","42/18986",0.404761904761905,2.00333929192115,3.27547965541766,0.00209676158919552,0.0179291608346135,0.0135481674348647,"CHMP1B/CHMP2A/CHMP2B/CHMP4B/CHMP5/LAPTM4B/LEPROTL1/LYST/SORT1/STAM/TMEM50A/TSG101/VCP/VPS25/VPS28/VPS36/VTA1",17
"GO:0043001","Golgi to plasma membrane protein transport","17/3836","42/18986",0.404761904761905,2.00333929192115,3.27547965541766,0.00209676158919552,0.0179291608346135,0.0135481674348647,"ACSL3/ANK3/ATP2C1/CNST/CSK/GGA3/KIF13A/LYPLA1/MACF1/NSF/OPTN/PREPL/RAB11A/RAB11FIP3/RAB31/SPTBN1/VAMP2",17
"GO:0016311","dephosphorylation","63/3836","222/18986",0.283783783783784,1.40456697573486,3.05100196714448,0.00211368613465067,0.018049390271773,0.0136390187892734,"ACP1/BAG4/CDC14B/CDKN3/CHP1/CTDSP1/CTDSP2/DAPP1/DNAJC6/DUSP1/DUSP4/FIG4/GPLD1/IGBP1/INPP4B/INPP5D/INPP5F/INPPL1/MEF2C/MTMR1/MTMR10/MTMR2/MTMR4/MTMR7/PDP1/PHPT1/PPEF1/PPM1A/PPM1E/PPM1G/PPM1H/PPM1K/PPM1L/PPP1CA/PPP1CB/PPP2CA/PPP2R1A/PPP2R1B/PPP3CA/PPP3CB/PTP4A1/PTP4A2/PTPN13/PTPN2/PTPN3/PTPN5/PTPRC/PTPRF/PTPRK/PTPRM/PTPRN2/PTPRO/PTPRR/PTPRT/PTPRZ1/RNGTT/ROCK1/SBF1/SGPP2/STK11/SYNJ1/TIMM50/TNS3",63
"GO:0014037","Schwann cell differentiation","19/3836","49/18986",0.387755102040816,1.91916537209253,3.24171170186021,0.00213377451770521,0.0180739879174438,0.0136576059961776,"ARHGEF10/CDK5/COL6A1/DICER1/ERBB3/ITGB4/LAMB2/MAP2K1/MAPK1/NDRG1/NTRK2/PARD3/POU3F2/PPP3R1/RELA/SIRT2/SKI/SLC25A46/SOD1",19
"GO:0035272","exocrine system development","19/3836","49/18986",0.387755102040816,1.91916537209253,3.24171170186021,0.00213377451770521,0.0180739879174438,0.0136576059961776,"BMP7/BTBD7/CDC42/EGFR/FGFR1/FGFR2/FOXC1/HGF/LAMA5/NFIB/PAX6/PDGFA/POLB/SOX10/SOX9/SRP54/TGFB2/TGM2/TWSG1",19
"GO:0035850","epithelial cell differentiation involved in kidney development","19/3836","49/18986",0.387755102040816,1.91916537209253,3.24171170186021,0.00213377451770521,0.0180739879174438,0.0136576059961776,"ASXL1/BASP1/CD24/CTNNB1/EDNRB/GPR4/KLF15/LAMB2/MAGI2/MEF2C/NOTCH1/NOTCH2/PODXL/PRKX/PTPRO/SALL1/STAT1/WWTR1/YAP1",19
"GO:0042551","neuron maturation","19/3836","49/18986",0.387755102040816,1.91916537209253,3.24171170186021,0.00213377451770521,0.0180739879174438,0.0136576059961776,"ACTL6B/B4GALT6/BCL2/C1QA/C3/CNTNAP2/CX3CL1/EDNRB/GATA2/GLDN/KCNB1/KCNIP2/KCNQ3/KDM1A/LRRK2/MAP3K13/NRCAM/SPG21/SRRM4",19
"GO:0060043","regulation of cardiac muscle cell proliferation","19/3836","49/18986",0.387755102040816,1.91916537209253,3.24171170186021,0.00213377451770521,0.0180739879174438,0.0136576059961776,"BMPR1A/CITED2/ERBB4/FGF2/FGF9/FGFR1/FGFR2/HEY2/JARID2/MEF2C/NOTCH1/NRG1/RBP4/SAV1/TGFBR1/TGFBR3/VGLL4/YAP1/ZFPM2",19
